loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status,timestamp
17000,36 months,20.83,592.06,D,8 years,RENT,80475.0,Verified,debt_consolidation,23.85,0,695,47.83,Charged Off,2026-05-21 19:00:00
4800,36 months,15.96,155.92,C,10+ years,MORTGAGE,124644.0,Verified,small_business,14.99,1,730,75.73,Charged Off,2026-05-22 12:00:00
38100,36 months,24.75,1499.78,F,8 years,MORTGAGE,170865.0,Source Verified,debt_consolidation,29.25,0,658,71.77,Charged Off,2026-03-10 17:00:00
14800,36 months,11.28,455.49,B,5 years,RENT,130325.0,Not Verified,credit_card,11.95,1,736,64.4,Fully Paid,2026-05-08 06:00:00
21100,36 months,20.11,732.58,C,10+ years,MORTGAGE,95950.0,Source Verified,credit_card,16.5,0,676,94.87,Charged Off,2026-05-15 10:00:00
7100,36 months,22.48,258.39,E,10+ years,MORTGAGE,52833.0,Source Verified,major_purchase,21.12,0,684,71.53,Charged Off,2026-05-02 10:00:00
8200,36 months,14.68,265.28,B,10+ years,MORTGAGE,70769.0,Not Verified,major_purchase,7.97,0,724,56.0,Fully Paid,2026-05-07 15:00:00
23200,36 months,17.63,777.57,D,1 year,MORTGAGE,26125.0,Verified,credit_card,14.01,0,674,67.27,Fully Paid,2026-05-16 16:00:00
8200,60 months,19.07,201.9,D,10+ years,MORTGAGE,95138.0,Not Verified,debt_consolidation,19.31,1,688,36.63,Fully Paid,2026-04-07 13:00:00
15900,60 months,10.53,341.99,B,4 years,RENT,88900.0,Source Verified,debt_consolidation,13.16,0,719,51.6,Fully Paid,2026-03-06 23:00:00
36500,36 months,16.87,1254.05,C,5 years,RENT,40044.0,Verified,debt_consolidation,10.03,0,702,42.53,Fully Paid,2026-04-06 07:00:00
8800,60 months,20.99,233.1,F,< 1 year,MORTGAGE,81938.0,Not Verified,debt_consolidation,5.62,0,643,39.23,Fully Paid,2026-03-16 17:00:00
11100,36 months,26.32,446.16,G,10+ years,RENT,42104.0,Not Verified,debt_consolidation,18.29,1,668,49.97,Charged Off,2026-03-15 01:00:00
7500,60 months,16.06,180.64,D,3 years,RENT,42496.0,Verified,credit_card,18.22,1,689,,Fully Paid,2026-03-12 07:00:00
17500,36 months,23.25,643.69,E,10+ years,RENT,22917.0,Verified,other,35.37,0,652,40.33,Charged Off,2026-05-01 08:00:00
40000,36 months,21.68,1459.78,D,10+ years,MORTGAGE,72362.0,Verified,debt_consolidation,11.98,0,680,66.4,Fully Paid,2026-04-17 05:00:00
40000,36 months,19.67,1419.55,E,6 years,MORTGAGE,56700.0,Not Verified,debt_consolidation,14.23,0,697,58.6,Fully Paid,2026-04-17 20:00:00
14600,36 months,25.56,554.26,E,10+ years,MORTGAGE,29000.0,Source Verified,credit_card,19.19,0,681,54.33,Charged Off,2026-04-28 17:00:00
14100,60 months,20.54,354.53,E,,MORTGAGE,79012.0,Verified,debt_consolidation,10.7,1,684,57.0,Fully Paid,2026-04-14 05:00:00
21700,36 months,13.27,697.86,B,10+ years,RENT,56033.0,Verified,debt_consolidation,17.35,2,719,50.47,Fully Paid,2026-04-20 07:00:00
10200,36 months,5.76,306.9,A,10+ years,MORTGAGE,166360.0,Verified,debt_consolidation,21.6,0,741,63.27,Fully Paid,2026-03-15 01:00:00
16500,36 months,15.58,536.91,B,10+ years,MORTGAGE,55100.0,Source Verified,credit_card,31.03,2,723,,Charged Off,2026-05-12 13:00:00
8800,60 months,16.03,202.62,C,4 years,OWN,50077.0,Not Verified,other,7.76,0,698,67.23,Fully Paid,2026-04-10 00:00:00
8100,36 months,6.06,244.81,A,10+ years,OWN,84698.0,Source Verified,debt_consolidation,9.35,0,739,76.17,Fully Paid,2026-03-12 04:00:00
13800,36 months,15.49,451.73,B,2 years,MORTGAGE,110744.0,Not Verified,debt_consolidation,10.28,0,706,35.3,Fully Paid,2026-05-05 03:00:00
10100,60 months,12.87,209.02,B,6 years,MORTGAGE,27083.0,Source Verified,credit_card,10.96,1,761,95.53,Fully Paid,2026-04-29 21:00:00
3200,60 months,12.08,71.31,B,10+ years,OTHER,62800.0,Not Verified,debt_consolidation,9.65,0,699,12.3,Fully Paid,2026-03-02 13:00:00
7700,60 months,25.05,221.74,E,3 years,RENT,128512.0,Not Verified,debt_consolidation,13.0,0,655,80.73,Fully Paid,2026-03-17 05:00:00
20700,60 months,29.16,659.07,F,10+ years,RENT,19700.0,Not Verified,debt_consolidation,26.64,0,663,73.3,Charged Off,2026-03-02 23:00:00
11800,36 months,17.61,415.49,D,9 years,MORTGAGE,87000.0,Not Verified,other,19.1,0,676,34.3,Fully Paid,2026-03-28 18:00:00
16500,60 months,13.48,375.26,C,3 years,RENT,44944.0,Verified,small_business,21.46,0,687,27.67,Fully Paid,2026-03-12 23:00:00
9900,36 months,15.38,325.9,B,9 years,RENT,62833.0,Not Verified,car,30.57,1,734,59.13,Charged Off,2026-05-03 11:00:00
16700,60 months,13.57,359.53,B,2 years,RENT,16100.0,Not Verified,debt_consolidation,8.19,0,714,98.3,Fully Paid,2026-04-16 01:00:00
8000,36 months,17.2,264.57,B,7 years,MORTGAGE,72921.0,Source Verified,debt_consolidation,32.94,0,730,50.93,Fully Paid,2026-05-19 09:00:00
17800,60 months,11.93,360.32,A,3 years,MORTGAGE,73417.0,Verified,debt_consolidation,8.24,0,738,41.33,Fully Paid,2026-05-01 06:00:00
12700,36 months,10.16,390.17,A,3 years,MORTGAGE,27419.0,Verified,car,9.24,0,740,87.17,Fully Paid,2026-04-26 12:00:00
9300,36 months,11.83,295.0,B,5 years,RENT,28525.0,Not Verified,debt_consolidation,12.26,0,706,83.9,Fully Paid,2026-04-16 17:00:00
15800,36 months,7.5,491.48,A,10+ years,RENT,71000.0,Source Verified,credit_card,45.95,0,723,29.1,Fully Paid,2026-03-02 03:00:00
18100,60 months,15.17,432.21,D,10+ years,MORTGAGE,39700.0,Source Verified,debt_consolidation,8.24,0,686,43.4,Fully Paid,2026-03-04 03:00:00
15500,60 months,18.92,372.17,E,3 years,RENT,14692.0,Not Verified,other,21.58,1,689,84.57,Charged Off,2026-04-26 11:00:00
12800,36 months,12.9,430.67,B,,MORTGAGE,88300.0,Source Verified,debt_consolidation,17.16,0,715,35.7,Fully Paid,2026-03-05 15:00:00
10900,60 months,20.21,290.06,E,10+ years,MORTGAGE,25600.0,Source Verified,debt_consolidation,5.34,1,644,64.6,Fully Paid,2026-03-08 15:00:00
6700,36 months,10.87,215.78,B,10+ years,OWN,79638.0,Verified,debt_consolidation,16.91,0,698,29.73,Fully Paid,2026-03-19 13:00:00
21900,36 months,17.74,735.16,C,10+ years,RENT,97692.0,Verified,major_purchase,4.91,0,694,56.07,Fully Paid,2026-05-11 02:00:00
4800,36 months,9.18,147.51,A,8 years,MORTGAGE,131419.0,Verified,debt_consolidation,24.05,1,758,95.23,Fully Paid,2026-04-12 02:00:00
8700,36 months,19.49,303.68,D,4 years,MORTGAGE,58000.0,Verified,debt_consolidation,11.18,0,682,78.13,Charged Off,2026-05-02 08:00:00
4600,36 months,8.29,140.55,A,7 years,RENT,47025.0,Source Verified,debt_consolidation,6.8,0,745,75.87,Fully Paid,2026-04-04 00:00:00
40000,36 months,13.15,1331.44,C,3 years,RENT,83279.0,Not Verified,debt_consolidation,20.06,0,704,50.43,Fully Paid,2026-03-22 18:00:00
8000,36 months,9.01,247.05,A,< 1 year,RENT,48767.0,Source Verified,debt_consolidation,37.88,0,748,35.77,Fully Paid,2026-03-31 08:00:00
12100,36 months,12.02,399.12,B,10+ years,MORTGAGE,179383.0,Not Verified,credit_card,19.89,0,717,95.47,Fully Paid,2026-03-15 08:00:00
8400,36 months,18.51,287.13,C,10+ years,RENT,93519.0,Not Verified,credit_card,11.46,1,679,89.4,Fully Paid,2026-05-05 15:00:00
19700,36 months,15.72,680.21,D,10+ years,MORTGAGE,102254.0,Not Verified,debt_consolidation,20.92,0,698,66.13,Fully Paid,2026-03-22 19:00:00
24200,60 months,12.97,525.8,B,8 years,RENT,53442.0,Verified,credit_card,21.11,0,718,91.97,Fully Paid,2026-03-31 08:00:00
14300,36 months,19.44,488.32,D,10+ years,OTHER,78779.0,Verified,debt_consolidation,10.57,0,706,43.83,Fully Paid,2026-05-21 20:00:00
11300,60 months,16.71,258.33,C,10+ years,MORTGAGE,46210.0,Not Verified,debt_consolidation,18.33,1,692,50.17,Charged Off,2026-04-25 12:00:00
9100,36 months,12.91,295.39,B,2 years,MORTGAGE,39417.0,Source Verified,debt_consolidation,26.78,0,719,58.53,Fully Paid,2026-04-06 13:00:00
27300,36 months,14.88,905.19,C,4 years,MORTGAGE,110950.0,Verified,credit_card,18.96,0,726,33.8,Fully Paid,2026-04-13 11:00:00
15400,36 months,20.47,541.19,D,10+ years,MORTGAGE,54112.0,Verified,debt_consolidation,25.42,0,679,91.9,Fully Paid,2026-05-09 22:00:00
15900,36 months,11.41,512.38,B,5 years,MORTGAGE,56719.0,Source Verified,medical,30.58,0,718,58.4,Fully Paid,2026-03-23 10:00:00
40000,36 months,9.69,1220.32,A,2 years,MORTGAGE,119156.0,Not Verified,debt_consolidation,18.38,1,765,56.37,Fully Paid,2026-04-24 07:00:00
14600,60 months,18.19,333.62,D,4 years,MORTGAGE,34754.0,Verified,other,20.22,0,709,83.27,Fully Paid,2026-05-17 13:00:00
14500,36 months,10.3,449.71,A,1 year,RENT,41912.0,Not Verified,car,10.87,1,755,92.9,Fully Paid,2026-04-17 07:00:00
6600,60 months,8.24,126.8,A,4 years,MORTGAGE,47838.0,Not Verified,debt_consolidation,20.19,1,749,52.63,Fully Paid,2026-04-09 08:00:00
12500,36 months,15.86,435.52,D,10+ years,OWN,42104.0,Verified,small_business,8.31,2,682,62.07,Fully Paid,2026-03-11 22:00:00
17400,36 months,7.74,535.2,A,8 years,MORTGAGE,123338.0,Not Verified,credit_card,26.97,2,739,72.23,Fully Paid,2026-03-20 11:00:00
11300,36 months,31.95,458.0,F,10+ years,MORTGAGE,49025.0,Verified,car,10.92,0,655,65.63,Charged Off,2026-05-22 00:00:00
17100,36 months,30.06,698.66,F,,MORTGAGE,81288.0,Source Verified,credit_card,14.69,0,652,31.9,Charged Off,2026-04-16 12:00:00
23200,60 months,7.77,451.44,A,10+ years,RENT,66844.0,Not Verified,debt_consolidation,18.38,0,742,48.7,Fully Paid,2026-03-24 01:00:00
10900,60 months,8.92,212.86,B,10+ years,RENT,97825.0,Source Verified,debt_consolidation,14.01,0,772,62.13,Fully Paid,2026-04-10 15:00:00
9000,36 months,11.36,283.52,B,7 years,RENT,53900.0,Not Verified,debt_consolidation,22.18,1,712,40.2,Fully Paid,2026-04-18 04:00:00
7300,36 months,10.86,228.28,A,10+ years,RENT,61950.0,Source Verified,debt_consolidation,18.06,1,743,19.6,Fully Paid,2026-04-17 23:00:00
19200,36 months,15.49,633.05,B,1 year,MORTGAGE,74500.0,Verified,debt_consolidation,19.51,0,733,67.83,Fully Paid,2026-04-27 12:00:00
26300,36 months,13.37,871.9,C,2 years,MORTGAGE,82031.0,Not Verified,debt_consolidation,15.03,0,700,,Fully Paid,2026-03-27 22:00:00
9100,36 months,14.31,297.1,C,10+ years,RENT,40829.0,Not Verified,debt_consolidation,20.26,1,693,78.57,Fully Paid,2026-04-25 02:00:00
6100,36 months,23.02,228.32,E,1 year,RENT,35027.0,Not Verified,credit_card,24.9,0,673,26.13,Charged Off,2026-04-07 06:00:00
9700,36 months,21.14,339.3,D,3 years,OTHER,49642.0,Source Verified,debt_consolidation,17.34,0,697,68.73,Fully Paid,2026-05-23 22:00:00
15300,60 months,11.85,335.34,C,< 1 year,MORTGAGE,53952.0,Not Verified,debt_consolidation,15.16,0,707,20.37,Fully Paid,2026-03-12 16:00:00
10000,36 months,14.03,339.5,C,10+ years,RENT,84404.0,Source Verified,major_purchase,21.32,0,694,50.27,Fully Paid,2026-03-12 07:00:00
15100,36 months,9.7,467.63,A,10+ years,MORTGAGE,90658.0,Verified,other,8.57,0,729,33.83,Fully Paid,2026-04-11 01:00:00
6600,60 months,9.37,128.74,B,1 year,OWN,109550.0,Verified,debt_consolidation,46.28,0,746,79.4,Charged Off,2026-04-16 13:00:00
8200,36 months,14.04,264.74,C,10+ years,OWN,107917.0,Verified,credit_card,10.41,0,702,53.83,Fully Paid,2026-04-30 19:00:00
13500,36 months,17.55,471.63,D,7 years,RENT,67192.0,Not Verified,debt_consolidation,8.86,0,695,58.17,Fully Paid,2026-04-01 04:00:00
20400,36 months,11.82,628.22,B,10+ years,MORTGAGE,136483.0,Source Verified,major_purchase,9.04,0,745,85.97,Fully Paid,2026-05-17 11:00:00
5400,36 months,21.8,198.76,D,8 years,RENT,58050.0,Not Verified,small_business,19.09,0,697,47.63,Fully Paid,2026-04-12 18:00:00
16200,36 months,7.61,501.02,A,10+ years,MORTGAGE,55421.0,Not Verified,debt_consolidation,9.54,1,759,43.77,Fully Paid,2026-03-09 21:00:00
6900,36 months,18.17,248.31,D,1 year,RENT,88810.0,Not Verified,debt_consolidation,17.24,0,681,36.27,Charged Off,2026-03-14 03:00:00
10400,60 months,20.55,247.69,E,10+ years,MORTGAGE,17575.0,Not Verified,debt_consolidation,15.94,0,684,84.33,Fully Paid,2026-05-18 03:00:00
27500,60 months,12.16,607.01,B,10+ years,RENT,89888.0,Source Verified,credit_card,7.44,0,736,47.87,Fully Paid,2026-03-11 13:00:00
11700,36 months,18.7,395.35,C,,RENT,43629.0,Not Verified,debt_consolidation,17.51,1,710,39.03,Fully Paid,2026-05-24 18:00:00
11400,36 months,10.72,363.69,B,10+ years,RENT,328219.0,Not Verified,car,15.78,1,724,62.1,Fully Paid,2026-03-24 05:00:00
7200,36 months,13.16,241.42,D,5 years,MORTGAGE,81956.0,Verified,debt_consolidation,23.5,0,693,85.07,Charged Off,2026-03-11 15:00:00
8800,36 months,17.29,308.47,D,7 years,MORTGAGE,53156.0,Not Verified,small_business,16.77,1,688,39.8,Fully Paid,2026-03-24 12:00:00
17900,36 months,15.84,597.45,C,6 years,MORTGAGE,49712.0,Not Verified,debt_consolidation,18.79,0,712,48.97,Fully Paid,2026-04-25 02:00:00
14100,36 months,16.23,480.06,C,10+ years,MORTGAGE,68621.0,Source Verified,debt_consolidation,32.51,0,694,62.53,Fully Paid,2026-04-09 05:00:00
7700,36 months,14.7,249.18,C,7 years,MORTGAGE,32988.0,Not Verified,credit_card,40.06,1,717,73.4,Fully Paid,2026-05-08 03:00:00
18500,36 months,14.77,608.03,B,5 years,RENT,69188.0,Source Verified,debt_consolidation,25.9,0,713,46.57,Fully Paid,2026-04-26 14:00:00
11500,36 months,16.06,393.38,C,10+ years,RENT,27408.0,Not Verified,credit_card,25.87,0,680,68.77,Fully Paid,2026-04-02 15:00:00
19000,36 months,15.53,631.34,C,10+ years,RENT,85075.0,Source Verified,debt_consolidation,23.45,0,700,74.07,Charged Off,2026-04-25 03:00:00
13200,60 months,18.85,302.71,D,6 years,RENT,38233.0,Source Verified,small_business,17.42,0,687,94.53,Charged Off,2026-05-18 16:00:00
13500,36 months,9.76,421.55,A,< 1 year,RENT,49500.0,Source Verified,car,25.03,0,712,50.07,Fully Paid,2026-03-31 12:00:00
14000,36 months,14.53,478.69,C,7 years,RENT,47881.0,Verified,credit_card,20.62,0,694,29.77,Fully Paid,2026-03-15 15:00:00
25700,60 months,11.18,535.74,C,10+ years,MORTGAGE,58483.0,Source Verified,other,16.7,0,703,44.67,Fully Paid,2026-04-05 00:00:00
24300,36 months,17.53,813.27,C,10+ years,MORTGAGE,79088.0,Not Verified,credit_card,12.56,0,710,77.87,Fully Paid,2026-05-15 14:00:00
20700,60 months,9.86,428.29,B,2 years,RENT,82992.0,Not Verified,debt_consolidation,6.25,1,715,40.23,Fully Paid,2026-03-18 15:00:00
12500,36 months,13.28,390.44,B,7 years,MORTGAGE,31142.0,Source Verified,debt_consolidation,25.79,1,753,39.33,Fully Paid,2026-05-19 09:00:00
13500,36 months,14.89,444.47,C,10+ years,MORTGAGE,26394.0,Not Verified,debt_consolidation,17.1,0,706,78.77,Fully Paid,2026-04-25 23:00:00
21400,36 months,12.93,684.81,B,2 years,MORTGAGE,29212.0,Source Verified,debt_consolidation,16.73,0,720,80.07,Fully Paid,2026-04-25 11:00:00
23500,36 months,9.37,735.0,A,< 1 year,MORTGAGE,102562.0,Verified,credit_card,21.03,0,743,73.0,Fully Paid,2026-03-24 16:00:00
22300,36 months,21.24,781.14,E,5 years,RENT,24744.0,Verified,debt_consolidation,24.76,2,684,80.73,Fully Paid,2026-05-22 03:00:00
27100,36 months,12.98,912.85,C,10+ years,MORTGAGE,56000.0,Source Verified,credit_card,24.98,1,695,36.8,Fully Paid,2026-03-06 07:00:00
9300,36 months,21.66,346.38,E,5 years,MORTGAGE,140250.0,Not Verified,debt_consolidation,3.52,0,683,92.2,Fully Paid,2026-03-26 08:00:00
6000,36 months,15.75,202.89,D,1 year,MORTGAGE,73727.0,Source Verified,small_business,17.58,0,694,32.13,Fully Paid,2026-04-12 11:00:00
8600,36 months,11.17,272.16,A,10+ years,OWN,145931.0,Not Verified,car,21.41,0,757,72.73,Fully Paid,2026-04-06 20:00:00
8900,36 months,14.55,295.82,D,4 years,RENT,64052.0,Source Verified,medical,14.3,1,718,62.43,Fully Paid,2026-04-07 19:00:00
30200,36 months,10.49,974.33,B,10+ years,MORTGAGE,40048.0,Source Verified,debt_consolidation,14.62,0,707,46.17,Fully Paid,2026-03-09 15:00:00
28700,36 months,20.58,1060.46,E,< 1 year,RENT,48779.0,Source Verified,home_improvement,26.01,1,662,94.63,Fully Paid,2026-03-20 20:00:00
12900,36 months,14.99,443.97,C,8 years,OWN,128760.0,Not Verified,car,9.37,0,695,62.97,Fully Paid,2026-03-13 12:00:00
11700,36 months,20.44,419.7,E,4 years,OWN,92312.0,Source Verified,debt_consolidation,18.64,1,695,30.1,Fully Paid,2026-04-19 21:00:00
10400,36 months,9.32,322.65,A,7 years,RENT,97167.0,Source Verified,debt_consolidation,30.9,0,753,87.17,Fully Paid,2026-04-02 19:00:00
17900,36 months,19.47,633.47,D,3 years,MORTGAGE,91088.0,Source Verified,credit_card,9.43,0,701,79.8,Fully Paid,2026-04-14 01:00:00
6500,36 months,17.38,221.78,D,10+ years,MORTGAGE,136496.0,Not Verified,credit_card,14.78,1,709,78.67,Fully Paid,2026-04-23 03:00:00
10000,36 months,14.59,325.45,B,9 years,MORTGAGE,24833.0,Not Verified,credit_card,17.34,0,710,95.33,Charged Off,2026-04-27 14:00:00
12200,36 months,10.16,377.59,A,4 years,MORTGAGE,88112.0,Source Verified,other,18.85,0,763,62.8,Fully Paid,2026-04-17 16:00:00
16200,36 months,13.39,521.89,C,10+ years,MORTGAGE,55777.0,Not Verified,other,19.41,0,719,62.87,Fully Paid,2026-04-24 17:00:00
25400,36 months,15.77,846.92,B,5 years,MORTGAGE,43562.0,Verified,debt_consolidation,17.35,0,706,55.87,Fully Paid,2026-04-26 00:00:00
12600,36 months,20.35,448.28,E,8 years,OWN,39548.0,Verified,debt_consolidation,13.64,0,662,56.47,Fully Paid,2026-04-22 09:00:00
10100,60 months,11.47,204.65,B,10+ years,RENT,33227.0,Not Verified,debt_consolidation,32.82,2,741,70.97,Charged Off,2026-04-22 04:00:00
20000,36 months,16.59,694.19,D,10+ years,RENT,53531.0,Source Verified,debt_consolidation,29.97,0,679,20.3,Fully Paid,2026-03-23 11:00:00
13900,36 months,19.83,508.32,D,2 years,OWN,39388.0,Source Verified,debt_consolidation,11.69,1,679,24.73,Charged Off,2026-03-18 21:00:00
18400,36 months,20.94,650.89,C,10+ years,MORTGAGE,105950.0,Source Verified,debt_consolidation,20.51,0,694,36.6,Fully Paid,2026-05-07 07:00:00
6200,36 months,9.11,191.75,A,1 year,MORTGAGE,170500.0,Not Verified,debt_consolidation,9.91,0,743,80.87,Fully Paid,2026-04-04 06:00:00
24500,60 months,15.8,554.95,C,,MORTGAGE,73850.0,Not Verified,debt_consolidation,4.67,0,712,89.5,Fully Paid,2026-04-18 06:00:00
23100,60 months,31.0,747.36,G,4 years,RENT,102638.0,Verified,debt_consolidation,14.48,0,642,73.93,Fully Paid,2026-03-16 23:00:00
5800,36 months,12.28,186.55,B,10+ years,RENT,83312.0,Not Verified,credit_card,18.55,0,723,57.93,Fully Paid,2026-04-07 23:00:00
25200,36 months,12.75,810.18,C,2 years,RENT,60200.0,Not Verified,credit_card,19.48,0,703,56.4,Fully Paid,2026-04-16 13:00:00
13300,36 months,14.19,433.48,C,3 years,RENT,32373.0,Not Verified,credit_card,13.24,2,707,51.77,Fully Paid,2026-04-22 08:00:00
13700,36 months,16.69,466.17,C,9 years,MORTGAGE,144638.0,Not Verified,car,15.51,0,708,106.7,Fully Paid,2026-04-13 04:00:00
7900,36 months,13.44,260.29,B,8 years,MORTGAGE,32908.0,Verified,debt_consolidation,10.73,0,724,59.57,Fully Paid,2026-04-04 22:00:00
13400,36 months,19.33,456.87,D,2 years,MORTGAGE,50644.0,Verified,debt_consolidation,30.33,1,704,103.23,Fully Paid,2026-05-23 02:00:00
10600,60 months,17.93,251.78,D,9 years,MORTGAGE,66500.0,Verified,debt_consolidation,13.74,0,677,60.7,Charged Off,2026-04-16 15:00:00
11200,36 months,19.88,390.34,D,10+ years,OTHER,39650.0,Not Verified,debt_consolidation,10.42,0,691,70.3,Fully Paid,2026-05-06 05:00:00
5400,60 months,15.46,118.65,B,2 years,RENT,16750.0,Not Verified,debt_consolidation,8.99,1,723,47.53,Fully Paid,2026-05-02 21:00:00
16700,36 months,19.78,593.57,D,< 1 year,RENT,82862.0,Source Verified,debt_consolidation,4.78,1,695,48.1,Fully Paid,2026-04-13 05:00:00
11100,36 months,15.91,362.93,C,8 years,RENT,97771.0,Source Verified,home_improvement,23.18,0,722,72.27,Fully Paid,2026-05-14 02:00:00
9600,36 months,18.53,347.21,D,4 years,MORTGAGE,147267.0,Not Verified,home_improvement,25.76,1,683,71.67,Fully Paid,2026-03-14 14:00:00
24400,36 months,13.17,760.9,B,5 years,RENT,16419.0,Source Verified,debt_consolidation,9.69,0,751,52.83,Fully Paid,2026-05-24 16:00:00
12400,60 months,17.2,277.09,B,10+ years,RENT,30321.0,Verified,credit_card,5.3,1,724,72.27,Fully Paid,2026-05-12 18:00:00
18400,36 months,13.19,595.36,C,6 years,MORTGAGE,53900.0,Not Verified,home_improvement,19.03,2,709,92.8,Fully Paid,2026-04-17 13:00:00
7800,60 months,17.71,180.32,E,10+ years,OWN,30500.0,Not Verified,home_improvement,7.29,1,710,50.53,Fully Paid,2026-04-28 07:00:00
31000,36 months,14.18,1017.54,B,4 years,MORTGAGE,75688.0,Verified,debt_consolidation,17.94,1,721,41.6,Fully Paid,2026-04-13 19:00:00
10800,60 months,27.14,321.06,F,4 years,RENT,50344.0,Verified,debt_consolidation,18.01,0,650,40.5,Fully Paid,2026-03-25 11:00:00
8100,36 months,24.02,299.05,E,,MORTGAGE,119356.0,Verified,credit_card,13.94,0,671,62.7,Charged Off,2026-05-10 04:00:00
21700,60 months,15.82,514.19,C,2 years,MORTGAGE,92000.0,Not Verified,debt_consolidation,19.45,0,693,23.13,Charged Off,2026-03-20 19:00:00
6100,36 months,11.9,197.98,C,4 years,MORTGAGE,98531.0,Not Verified,debt_consolidation,12.29,0,720,32.8,Fully Paid,2026-03-26 10:00:00
13900,60 months,12.71,293.35,B,2 years,MORTGAGE,33425.0,Verified,medical,18.93,1,732,77.6,Fully Paid,2026-04-14 23:00:00
11300,36 months,19.12,386.87,D,10+ years,OWN,109250.0,Not Verified,credit_card,9.06,2,692,71.07,Fully Paid,2026-05-11 23:00:00
22000,36 months,17.22,765.01,D,2 years,MORTGAGE,63433.0,Not Verified,credit_card,24.97,0,705,80.37,Fully Paid,2026-03-31 21:00:00
14200,36 months,13.09,462.14,B,6 years,OWN,136794.0,Source Verified,car,16.11,0,722,47.63,Fully Paid,2026-04-07 01:00:00
22700,36 months,10.82,741.24,B,7 years,OWN,79900.0,Not Verified,debt_consolidation,10.3,0,737,62.8,Fully Paid,2026-03-03 07:00:00
15700,36 months,20.76,585.55,E,10+ years,MORTGAGE,94196.0,Not Verified,debt_consolidation,10.92,0,652,59.47,Fully Paid,2026-03-13 19:00:00
32700,36 months,5.84,992.43,A,9 years,MORTGAGE,57500.0,Not Verified,debt_consolidation,32.81,0,744,58.7,Fully Paid,2026-03-02 22:00:00
13900,36 months,14.46,478.18,C,< 1 year,MORTGAGE,94500.0,Verified,debt_consolidation,20.17,0,670,41.3,Fully Paid,2026-03-02 07:00:00
